"elemento_grafo";"ci";"cj";"ck";"cl";"cm";"mean_absolute_error"
"A46";2;1;0;1;2;1.34843
"A46";2;1;0;2;0;1.79858
"A46";2;1;0;2;1;1.85167
"A46";2;1;0;2;2;1.96709
"A46";2;1;1;0;0;1.59077
"A46";2;1;1;0;1;1.56982
"A46";2;1;1;0;2;1.64438
"A46";2;1;1;1;0;1.53236
"A46";2;1;1;1;1;1.61128
"A46";2;1;1;1;2;1.90989
"A46";2;1;1;2;0;1.91228
"A46";2;1;1;2;1;1.91395
"A46";2;1;1;2;2;1.96787
"A46";2;1;2;0;0;2.55953
"A46";2;1;2;0;1;2.66838
"A46";2;1;2;0;2;2.78097
"A46";2;1;2;1;0;2.48655
"A46";2;1;2;1;1;2.39952
"A46";2;1;2;1;2;2.39723
"A46";2;1;2;2;0;2.36698
"A46";2;1;2;2;1;2.40251
"A46";2;1;2;2;2;2.58946
"A46";2;2;0;0;0;1.16556
"A46";2;2;0;0;1;1.22574
"A46";2;2;0;0;2;1.44483
"A46";2;2;0;1;0;1.78068
"A46";2;2;0;1;1;1.76299
"A46";2;2;0;1;2;1.94668
"A46";2;2;0;2;0;2.13485
"A46";2;2;0;2;1;2.19717
"A46";2;2;0;2;2;2.35584
"A46";2;2;1;0;0;1.89795
"A46";2;2;1;0;1;1.91646
"A46";2;2;1;0;2;2.09077
"A46";2;2;1;1;0;2.41412
"A46";2;2;1;1;1;2.35485
"A46";2;2;1;1;2;2.26414
"A46";2;2;1;2;0;2.63081
"A46";2;2;1;2;1;2.54939
"A46";2;2;1;2;2;2.69664
"A46";2;2;2;0;0;2.19406
"A46";2;2;2;0;1;2.09123
"A46";2;2;2;0;2;2.08469
"A46";2;2;2;1;0;2.08354
"A46";2;2;2;1;1;2.16258
"A46";2;2;2;1;2;1.89266
"A46";2;2;2;2;0;2.43355
"A46";2;2;2;2;1;2.51337
"A46";2;2;2;2;2;2.82843
"A47";0;0;0;0;0;0.278717
"A47";0;0;0;0;1;0.275469
"A47";0;0;0;0;2;0.275539
"A47";0;0;0;1;0;0.618865
"A47";0;0;0;1;1;0.609408
"A47";0;0;0;1;2;0.598204
"A47";0;0;0;2;0;1.19214
"A47";0;0;0;2;1;1.1785
"A47";0;0;0;2;2;1.17729
"A47";0;0;1;0;0;0.241642
"A47";0;0;1;0;1;0.238784
"A47";0;0;1;0;2;0.22952
"A47";0;0;1;1;0;0.603005
"A47";0;0;1;1;1;0.595206
"A47";0;0;1;1;2;0.582686
"A47";0;0;1;2;0;1.21324
"A47";0;0;1;2;1;1.18586
"A47";0;0;1;2;2;1.17662
"A47";0;0;2;0;0;0.250506
"A47";0;0;2;0;1;0.243542
"A47";0;0;2;0;2;0.240309
"A47";0;0;2;1;0;0.607762
"A47";0;0;2;1;1;0.600376
"A47";0;0;2;1;2;0.581485
"A47";0;0;2;2;0;1.23014
"A47";0;0;2;2;1;1.19168
"A47";0;0;2;2;2;1.19169
"A47";0;1;0;0;0;0.295317
"A47";0;1;0;0;1;0.283737
"A47";0;1;0;0;2;0.277499
"A47";0;1;0;1;0;0.61781
"A47";0;1;0;1;1;0.605871
"A47";0;1;0;1;2;0.602538
"A47";0;1;0;2;0;1.21616
"A47";0;1;0;2;1;1.24938
"A47";0;1;0;2;2;1.20769
"A47";0;1;1;0;0;0.278731
"A47";0;1;1;0;1;0.272993
"A47";0;1;1;0;2;0.260933
"A47";0;1;1;1;0;0.729032
"A47";0;1;1;1;1;0.725084
"A47";0;1;1;1;2;0.72555
"A47";0;1;1;2;0;1.34054
"A47";0;1;1;2;1;1.33784
"A47";0;1;1;2;2;1.30734
"A47";0;1;2;0;0;0.386301
"A47";0;1;2;0;1;0.381672
"A47";0;1;2;0;2;0.338631
"A47";0;1;2;1;0;0.70281
"A47";0;1;2;1;1;0.702365
"A47";0;1;2;1;2;0.71481
"A47";0;1;2;2;0;1.39384
"A47";0;1;2;2;1;1.39847
"A47";0;1;2;2;2;1.41115
"A47";0;2;0;0;0;0.286966
"A47";0;2;0;0;1;0.297875
"A47";0;2;0;0;2;0.281147
"A47";0;2;0;1;0;0.632097
"A47";0;2;0;1;1;0.620752
"A47";0;2;0;1;2;0.613461
"A47";0;2;0;2;0;1.29484
"A47";0;2;0;2;1;1.2876
"A47";0;2;0;2;2;1.32165
"A47";0;2;1;0;0;0.334336
"A47";0;2;1;0;1;0.330212
"A47";0;2;1;0;2;0.357241
"A47";0;2;1;1;0;0.677084
"A47";0;2;1;1;1;0.696036
"A47";0;2;1;1;2;0.720504
"A47";0;2;1;2;0;1.31889
"A47";0;2;1;2;1;1.35189
"A47";0;2;1;2;2;1.4691
"A47";0;2;2;0;0;0.342459
"A47";0;2;2;0;1;0.345979
"A47";0;2;2;0;2;0.368137
"A47";0;2;2;1;0;0.694385
"A47";0;2;2;1;1;0.687928
"A47";0;2;2;1;2;0.71341
"A47";0;2;2;2;0;1.3041
"A47";0;2;2;2;1;1.28102
"A47";0;2;2;2;2;1.30325
"A47";1;0;0;0;0;0.499479
"A47";1;0;0;0;1;0.481381
"A47";1;0;0;0;2;0.641467
"A47";1;0;0;1;0;1.01608
"A47";1;0;0;1;1;1.21685
"A47";1;0;0;1;2;1.2623
"A47";1;0;0;2;0;1.42395
"A47";1;0;0;2;1;1.41689
"A47";1;0;0;2;2;1.40568
"A47";1;0;1;0;0;0.809287
"A47";1;0;1;0;1;0.913698
"A47";1;0;1;0;2;1.00361
"A47";1;0;1;1;0;1.24903
"A47";1;0;1;1;1;1.35315
"A47";1;0;1;1;2;1.47324
"A47";1;0;1;2;0;1.68057
"A47";1;0;1;2;1;1.73179
"A47";1;0;1;2;2;1.84467
"A47";1;0;2;0;0;0.884788
"A47";1;0;2;0;1;0.875411
"A47";1;0;2;0;2;0.969129
"A47";1;0;2;1;0;1.59811
"A47";1;0;2;1;1;1.72053
"A47";1;0;2;1;2;2.32323
"A47";1;0;2;2;0;2.3109
"A47";1;0;2;2;1;2.35501
"A47";1;0;2;2;2;2.39644
"A47";1;1;0;0;0;0.851715
"A47";1;1;0;0;1;0.851676
"A47";1;1;0;0;2;0.841335
"A47";1;1;0;1;0;1.44564
"A47";1;1;0;1;1;1.49094
"A47";1;1;0;1;2;1.64045
"A47";1;1;0;2;0;1.85328
"A47";1;1;0;2;1;1.95528
"A47";1;1;0;2;2;2.18892
"A47";1;1;1;0;0;1.3235
"A47";1;1;1;0;1;1.37149
"A47";1;1;1;0;2;1.67088
"A47";1;1;1;1;0;1.34844
"A47";1;1;1;1;1;1.33242
"A47";1;1;1;1;2;1.44643
"A47";1;1;1;2;0;1.8075
"A47";1;1;1;2;1;1.84579
"A47";1;1;1;2;2;2.17896
"A47";1;1;2;0;0;1.04345
"A47";1;1;2;0;1;1.07654
"A47";1;1;2;0;2;1.12865
"A47";1;1;2;1;0;1.85912
"A47";1;1;2;1;1;1.88491
"A47";1;1;2;1;2;1.85083
"A47";1;1;2;2;0;2.28894
"A47";1;1;2;2;1;2.29699
"A47";1;1;2;2;2;2.39709
"A47";1;2;0;0;0;1.27493
"A47";1;2;0;0;1;1.78833
"A47";1;2;0;0;2;2.01578
"A47";1;2;0;1;0;1.28556
"A47";1;2;0;1;1;1.51264
"A47";1;2;0;1;2;1.5723
"A47";1;2;0;2;0;1.96455
"A47";1;2;0;2;1;1.96169
"A47";1;2;0;2;2;2.17824
"A47";1;2;1;0;0;1.39643
"A47";1;2;1;0;1;1.3314
"A47";1;2;1;0;2;1.53557
"A47";1;2;1;1;0;1.64011
"A47";1;2;1;1;1;1.77989
"A47";1;2;1;1;2;2.86705
"A47";1;2;1;2;0;1.98291
"A47";1;2;1;2;1;2.0812
"A47";1;2;1;2;2;2.51456
"A47";1;2;2;0;0;1.97418
"A47";1;2;2;0;1;1.95062
"A47";1;2;2;0;2;1.99849
"A47";1;2;2;1;0;3.22405
"A47";1;2;2;1;1;3.27148
"A47";1;2;2;1;2;4.0093
"A47";1;2;2;2;0;2.94659
"A47";1;2;2;2;1;2.98237
"A47";1;2;2;2;2;3.21603
"A47";2;0;0;0;0;0.81844
"A47";2;0;0;0;1;0.841998
"A47";2;0;0;0;2;1.05252
"A47";2;0;0;1;0;1.01669
"A47";2;0;0;1;1;1.10527
"A47";2;0;0;1;2;1.27091
"A47";2;0;0;2;0;1.60607
"A47";2;0;0;2;1;1.59299
"A47";2;0;0;2;2;1.64376
"A47";2;0;1;0;0;0.978826
"A47";2;0;1;0;1;1.0174
"A47";2;0;1;0;2;1.10914
"A47";2;0;1;1;0;1.44916
"A47";2;0;1;1;1;1.47056
"A47";2;0;1;1;2;1.84723
"A47";2;0;1;2;0;2.28126
"A47";2;0;1;2;1;2.46132
"A47";2;0;1;2;2;2.61333
"A47";2;0;2;0;0;1.30115
"A47";2;0;2;0;1;1.34936
"A47";2;0;2;0;2;1.35422
"A47";2;0;2;1;0;1.60819
"A47";2;0;2;1;1;1.68756
"A47";2;0;2;1;2;1.77291
"A47";2;0;2;2;0;2.25556
"A47";2;0;2;2;1;2.27997
"A47";2;0;2;2;2;2.57927
"A47";2;1;0;0;0;0.981716
"A47";2;1;0;0;1;0.962989
"A47";2;1;0;0;2;0.924255
"A47";2;1;0;1;0;1.48921
"A47";2;1;0;1;1;1.53487
"A47";2;1;0;1;2;1.5328
"A47";2;1;0;2;0;2.02846
"A47";2;1;0;2;1;2.02538
"A47";2;1;0;2;2;2.08555
"A47";2;1;1;0;0;1.41267
"A47";2;1;1;0;1;1.40911
"A47";2;1;1;0;2;1.66868
"A47";2;1;1;1;0;1.36385
"A47";2;1;1;1;1;1.36543
"A47";2;1;1;1;2;1.54449
"A47";2;1;1;2;0;2.59673
"A47";2;1;1;2;1;2.7062
"A47";2;1;1;2;2;2.86476
"A47";2;1;2;0;0;2.1005
"A47";2;1;2;0;1;2.14376
"A47";2;1;2;0;2;2.49819
"A47";2;1;2;1;0;2.05761
"A47";2;1;2;1;1;2.05314
"A47";2;1;2;1;2;2.09805
"A47";2;1;2;2;0;3.41927
"A47";2;1;2;2;1;3.57394
"A47";2;1;2;2;2;4.14182
"A47";2;2;0;0;0;1.7133
"A47";2;2;0;0;1;1.92949
"A47";2;2;0;0;2;1.99224
"A47";2;2;0;1;0;1.3313
"A47";2;2;0;1;1;1.27071
"A47";2;2;0;1;2;1.35568
"A47";2;2;0;2;0;2.53073
"A47";2;2;0;2;1;2.60719
"A47";2;2;0;2;2;2.91334
"A47";2;2;1;0;0;2.1633
"A47";2;2;1;0;1;2.09961
"A47";2;2;1;0;2;2.14138
"A47";2;2;1;1;0;2.03865
"A47";2;2;1;1;1;2.07642
"A47";2;2;1;1;2;2.12818
"A47";2;2;1;2;0;2.65269
"A47";2;2;1;2;1;2.78428
"A47";2;2;1;2;2;3.04556
"A47";2;2;2;0;0;1.90198
"A47";2;2;2;0;1;1.90961
"A47";2;2;2;0;2;2.5409
"A47";2;2;2;1;0;3.26027
"A47";2;2;2;1;1;3.22649
"A47";2;2;2;1;2;3.35639
"A47";2;2;2;2;0;2.97009
"A47";2;2;2;2;1;3.2151
"A47";2;2;2;2;2;3.34817
"A48";0;0;0;0;0;0.240184
"A48";0;0;0;0;1;0.23309
"A48";0;0;0;0;2;0.233645
"A48";0;0;0;1;0;0.549305
"A48";0;0;0;1;1;0.549789
"A48";0;0;0;1;2;0.543999
"A48";0;0;0;2;0;1.07819
"A48";0;0;0;2;1;1.07325
"A48";0;0;0;2;2;1.0576
"A48";0;0;1;0;0;0.229201
"A48";0;0;1;0;1;0.22925
"A48";0;0;1;0;2;0.223628
"A48";0;0;1;1;0;0.546183
"A48";0;0;1;1;1;0.550002
"A48";0;0;1;1;2;0.542691
"A48";0;0;1;2;0;1.05864
"A48";0;0;1;2;1;1.06823
"A48";0;0;1;2;2;1.05399
"A48";0;0;2;0;0;0.23318
"A48";0;0;2;0;1;0.229573
"A48";0;0;2;0;2;0.223007
"A48";0;0;2;1;0;0.546175
"A48";0;0;2;1;1;0.54266
"A48";0;0;2;1;2;0.542882
"A48";0;0;2;2;0;1.09844
"A48";0;0;2;2;1;1.09097
"A48";0;0;2;2;2;1.07773
"A48";0;1;0;0;0;0.253364
"A48";0;1;0;0;1;0.25196
"A48";0;1;0;0;2;0.244422
"A48";0;1;0;1;0;0.586265
"A48";0;1;0;1;1;0.579902
"A48";0;1;0;1;2;0.582099
"A48";0;1;0;2;0;1.11907
"A48";0;1;0;2;1;1.14147
"A48";0;1;0;2;2;1.09038
"A48";0;1;1;0;0;0.256044
"A48";0;1;1;0;1;0.244667
"A48";0;1;1;0;2;0.253153
"A48";0;1;1;1;0;0.598851
"A48";0;1;1;1;1;0.596184
"A48";0;1;1;1;2;0.604828
"A48";0;1;1;2;0;1.15981
"A48";0;1;1;2;1;1.14293
"A48";0;1;1;2;2;1.15506
"A48";0;1;2;0;0;0.308212
"A48";0;1;2;0;1;0.301796
"A48";0;1;2;0;2;0.284548
"A48";0;1;2;1;0;0.611245
"A48";0;1;2;1;1;0.60066
"A48";0;1;2;1;2;0.607351
"A48";0;1;2;2;0;1.13901
"A48";0;1;2;2;1;1.14183
"A48";0;1;2;2;2;1.15163
"A48";0;2;0;0;0;0.242744
"A48";0;2;0;0;1;0.247907
"A48";0;2;0;0;2;0.245529
"A48";0;2;0;1;0;0.572131
"A48";0;2;0;1;1;0.563362
"A48";0;2;0;1;2;0.565281
"A48";0;2;0;2;0;1.10308
"A48";0;2;0;2;1;1.11249
"A48";0;2;0;2;2;1.12523
"A48";0;2;1;0;0;0.27904
"A48";0;2;1;0;1;0.283255
"A48";0;2;1;0;2;0.304991
"A48";0;2;1;1;0;0.625656
"A48";0;2;1;1;1;0.624859
"A48";0;2;1;1;2;0.64281
"A48";0;2;1;2;0;1.16335
"A48";0;2;1;2;1;1.15193
"A48";0;2;1;2;2;1.22692
"A48";0;2;2;0;0;0.28319
"A48";0;2;2;0;1;0.285517
"A48";0;2;2;0;2;0.296907
"A48";0;2;2;1;0;0.609779
"A48";0;2;2;1;1;0.614427
"A48";0;2;2;1;2;0.61942
"A48";0;2;2;2;0;1.13602
"A48";0;2;2;2;1;1.13674
"A48";0;2;2;2;2;1.13951
"A48";1;0;0;0;0;0.525421
"A48";1;0;0;0;1;0.518146
"A48";1;0;0;0;2;0.557786
"A48";1;0;0;1;0;0.941454
"A48";1;0;0;1;1;0.945727
"A48";1;0;0;1;2;1.00598
"A48";1;0;0;2;0;1.28624
"A48";1;0;0;2;1;1.29972
"A48";1;0;0;2;2;1.30665
"A48";1;0;1;0;0;0.814293
"A48";1;0;1;0;1;0.853092
"A48";1;0;1;0;2;1.09542
"A48";1;0;1;1;0;0.880273
"A48";1;0;1;1;1;0.924205
"A48";1;0;1;1;2;0.934487
"A48";1;0;1;2;0;1.34936
"A48";1;0;1;2;1;1.3503
"A48";1;0;1;2;2;1.39097
"A48";1;0;2;0;0;1.27908
"A48";1;0;2;0;1;1.26318
"A48";1;0;2;0;2;1.48123
"A48";1;0;2;1;0;0.913805
"A48";1;0;2;1;1;0.924813
"A48";1;0;2;1;2;1.00964
"A48";1;0;2;2;0;1.42184
"A48";1;0;2;2;1;1.42675
"A48";1;0;2;2;2;1.44767
"A48";1;1;0;0;0;0.657697
"A48";1;1;0;0;1;0.662938
"A48";1;1;0;0;2;0.746746
"A48";1;1;0;1;0;0.968368
"A48";1;1;0;1;1;0.988453
"A48";1;1;0;1;2;0.982505
"A48";1;1;0;2;0;1.5405
"A48";1;1;0;2;1;1.57978
"A48";1;1;0;2;2;1.71982
"A48";1;1;1;0;0;1.3447
"A48";1;1;1;0;1;1.75558
"A48";1;1;1;0;2;2.29189
"A48";1;1;1;1;0;1.25377
"A48";1;1;1;1;1;1.23655
"A48";1;1;1;1;2;1.26036
"A48";1;1;1;2;0;1.39257
"A48";1;1;1;2;1;1.42152
"A48";1;1;1;2;2;1.56491
"A48";1;1;2;0;0;0.692779
"A48";1;1;2;0;1;0.696945
"A48";1;1;2;0;2;0.739411
"A48";1;1;2;1;0;1.42947
"A48";1;1;2;1;1;1.80008
"A48";1;1;2;1;2;1.86316
"A48";1;1;2;2;0;1.67815
"A48";1;1;2;2;1;1.72014
"A48";1;1;2;2;2;1.7862
"A48";1;2;0;0;0;0.808438
"A48";1;2;0;0;1;0.841397
"A48";1;2;0;0;2;1.10295
"A48";1;2;0;1;0;1.08074
"A48";1;2;0;1;1;1.17122
"A48";1;2;0;1;2;1.24999
"A48";1;2;0;2;0;1.28845
"A48";1;2;0;2;1;1.27924
"A48";1;2;0;2;2;1.34146
"A48";1;2;1;0;0;0.910501
"A48";1;2;1;0;1;0.781743
"A48";1;2;1;0;2;0.999008
"A48";1;2;1;1;0;1.44359
"A48";1;2;1;1;1;1.52554
"A48";1;2;1;1;2;1.69712
"A48";1;2;1;2;0;1.93365
"A48";1;2;1;2;1;2.0936
"A48";1;2;1;2;2;2.55204
"A48";1;2;2;0;0;1.34113
"A48";1;2;2;0;1;1.46424
"A48";1;2;2;0;2;1.88305
"A48";1;2;2;1;0;1.49927
"A48";1;2;2;1;1;1.55608
"A48";1;2;2;1;2;2.16738
"A48";1;2;2;2;0;2.00971
"A48";1;2;2;2;1;1.93781
"A48";1;2;2;2;2;2.40042
"A48";2;0;0;0;0;0.575413
"A48";2;0;0;0;1;0.594521
"A48";2;0;0;0;2;0.720732
"A48";2;0;0;1;0;0.870801
"A48";2;0;0;1;1;0.873565
"A48";2;0;0;1;2;1.03991
"A48";2;0;0;2;0;1.37443
"A48";2;0;0;2;1;1.41938
"A48";2;0;0;2;2;1.50064
"A48";2;0;1;0;0;1.1162
"A48";2;0;1;0;1;1.11376
"A48";2;0;1;0;2;1.25155
"A48";2;0;1;1;0;1.35664
"A48";2;0;1;1;1;1.38509
"A48";2;0;1;1;2;1.51202
"A48";2;0;1;2;0;1.59413
"A48";2;0;1;2;1;1.60137
"A48";2;0;1;2;2;1.71257
"A48";2;0;2;0;0;1.20125
"A48";2;0;2;0;1;1.21371
"A48";2;0;2;0;2;1.48785
"A48";2;0;2;1;0;1.45873
"A48";2;0;2;1;1;1.60874
"A48";2;0;2;1;2;1.74926
"A48";2;0;2;2;0;1.83001
"A48";2;0;2;2;1;1.9139
"A48";2;0;2;2;2;1.92221
"A48";2;1;0;0;0;1.32067
"A48";2;1;0;0;1;1.29959
"A48";2;1;0;0;2;1.47322
"A48";2;1;0;1;0;1.10894
"A48";2;1;0;1;1;1.09786
"A48";2;1;0;1;2;1.17016
"A48";2;1;0;2;0;1.41842
"A48";2;1;0;2;1;1.39735
"A48";2;1;0;2;2;1.51344
"A48";2;1;1;0;0;1.25751
"A48";2;1;1;0;1;1.29055
"A48";2;1;1;0;2;1.34647
"A48";2;1;1;1;0;1.26509
"A48";2;1;1;1;1;1.28777
"A48";2;1;1;1;2;1.30711
"A48";2;1;1;2;0;1.75631
"A48";2;1;1;2;1;1.85251
"A48";2;1;1;2;2;2.05057
"A48";2;1;2;0;0;1.04842
"A48";2;1;2;0;1;1.12858
"A48";2;1;2;0;2;1.245
"A48";2;1;2;1;0;1.29097
"A48";2;1;2;1;1;1.25955
"A48";2;1;2;1;2;1.34787
"A48";2;1;2;2;0;1.86579
"A48";2;1;2;2;1;2.019
"A48";2;1;2;2;2;2.20379
"A48";2;2;0;0;0;1.02116
"A48";2;2;0;0;1;1.00751
"A48";2;2;0;0;2;1.00881
"A48";2;2;0;1;0;1.42295
"A48";2;2;0;1;1;1.4724
"A48";2;2;0;1;2;1.48867
"A48";2;2;0;2;0;1.93796
"A48";2;2;0;2;1;1.95986
"A48";2;2;0;2;2;2.10023
"A48";2;2;1;0;0;1.21362
"A48";2;2;1;0;1;1.26425
"A48";2;2;1;0;2;1.35076
"A48";2;2;1;1;0;1.41334
"A48";2;2;1;1;1;1.3996
"A48";2;2;1;1;2;1.44776
"A48";2;2;1;2;0;2.10045
"A48";2;2;1;2;1;2.18834
"A48";2;2;1;2;2;2.43406
"A48";2;2;2;0;0;1.18428
"A48";2;2;2;0;1;1.12566
"A48";2;2;2;0;2;1.23744
"A48";2;2;2;1;0;2.82647
"A48";2;2;2;1;1;2.90236
"A48";2;2;2;1;2;3.12435
"A48";2;2;2;2;0;2.36789
"A48";2;2;2;2;1;2.45712
"A48";2;2;2;2;2;2.60072
"A49";0;0;0;0;0;0.211366
"A49";0;0;0;0;1;0.208182
"A49";0;0;0;0;2;0.196258
"A49";0;0;0;1;0;0.507007
"A49";0;0;0;1;1;0.489434
"A49";0;0;0;1;2;0.474542
"A49";0;0;0;2;0;1.39595
"A49";0;0;0;2;1;1.40466
"A49";0;0;0;2;2;1.40749
"A49";0;0;1;0;0;0.223774
"A49";0;0;1;0;1;0.216253
"A49";0;0;1;0;2;0.209634
"A49";0;0;1;1;0;0.527924
"A49";0;0;1;1;1;0.501189
"A49";0;0;1;1;2;0.482021
"A49";0;0;1;2;0;1.31415
"A49";0;0;1;2;1;1.28165
"A49";0;0;1;2;2;1.29766
"A49";0;0;2;0;0;0.210245
"A49";0;0;2;0;1;0.201771
"A49";0;0;2;0;2;0.193439
"A49";0;0;2;1;0;0.478006
"A49";0;0;2;1;1;0.464966
"A49";0;0;2;1;2;0.443979
"A49";0;0;2;2;0;1.36981
"A49";0;0;2;2;1;1.312
"A49";0;0;2;2;2;1.2792
"A49";0;1;0;0;0;0.227678
"A49";0;1;0;0;1;0.215014
"A49";0;1;0;0;2;0.204265
"A49";0;1;0;1;0;0.510518
"A49";0;1;0;1;1;0.487419
"A49";0;1;0;1;2;0.481657
"A49";0;1;0;2;0;1.29464
"A49";0;1;0;2;1;1.33216
"A49";0;1;0;2;2;1.28469
"A49";0;1;1;0;0;0.236883
"A49";0;1;1;0;1;0.2291
"A49";0;1;1;0;2;0.248875
"A49";0;1;1;1;0;0.678368
"A49";0;1;1;1;1;0.673199
"A49";0;1;1;1;2;0.703718
"A49";0;1;1;2;0;1.46581
"A49";0;1;1;2;1;1.41935
"A49";0;1;1;2;2;1.389
"A49";0;1;2;0;0;0.376589
"A49";0;1;2;0;1;0.367988
"A49";0;1;2;0;2;0.361798
"A49";0;1;2;1;0;0.690919
"A49";0;1;2;1;1;0.679392
"A49";0;1;2;1;2;0.697997
"A49";0;1;2;2;0;1.54334
"A49";0;1;2;2;1;1.51283
"A49";0;1;2;2;2;1.52747
"A49";0;2;0;0;0;0.269754
"A49";0;2;0;0;1;0.243046
"A49";0;2;0;0;2;0.227493
"A49";0;2;0;1;0;0.502711
"A49";0;2;0;1;1;0.489999
"A49";0;2;0;1;2;0.469467
"A49";0;2;0;2;0;1.33938
"A49";0;2;0;2;1;1.32359
"A49";0;2;0;2;2;1.41914
"A49";0;2;1;0;0;0.328369
"A49";0;2;1;0;1;0.341016
"A49";0;2;1;0;2;0.373371
"A49";0;2;1;1;0;0.60802
"A49";0;2;1;1;1;0.59556
"A49";0;2;1;1;2;0.653987
"A49";0;2;1;2;0;1.47412
"A49";0;2;1;2;1;1.50262
"A49";0;2;1;2;2;1.67012
"A49";0;2;2;0;0;0.356699
"A49";0;2;2;0;1;0.364304
"A49";0;2;2;0;2;0.38648
"A49";0;2;2;1;0;0.581332
"A49";0;2;2;1;1;0.602383
"A49";0;2;2;1;2;0.638848
"A49";0;2;2;2;0;1.34843
"A49";0;2;2;2;1;1.34438
"A49";0;2;2;2;2;1.36772
"A49";1;0;0;0;0;0.711863
"A49";1;0;0;0;1;0.685251
"A49";1;0;0;0;2;0.680293
"A49";1;0;0;1;0;0.68083
"A49";1;0;0;1;1;0.67329
"A49";1;0;0;1;2;0.711133
"A49";1;0;0;2;0;1.48178
"A49";1;0;0;2;1;1.45682
"A49";1;0;0;2;2;1.53866
"A49";1;0;1;0;0;0.66252
"A49";1;0;1;0;1;0.623928
"A49";1;0;1;0;2;0.775181
"A49";1;0;1;1;0;1.1989
"A49";1;0;1;1;1;1.23431
"A49";1;0;1;1;2;1.34446
"A49";1;0;1;2;0;2.28059
"A49";1;0;1;2;1;2.28254
"A49";1;0;1;2;2;2.34432
"A49";1;0;2;0;0;1.07908
"A49";1;0;2;0;1;1.142
"A49";1;0;2;0;2;1.91539
"A49";1;0;2;1;0;1.29733
"A49";1;0;2;1;1;1.28716
"A49";1;0;2;1;2;1.27951
"A49";1;0;2;2;0;2.82109
"A49";1;0;2;2;1;2.73579
"A49";1;0;2;2;2;2.84549
"A49";1;1;0;0;0;0.904239
"A49";1;1;0;0;1;0.921039
"A49";1;1;0;0;2;1.38328
"A49";1;1;0;1;0;1.4253
"A49";1;1;0;1;1;1.34834
"A49";1;1;0;1;2;1.36757
"A49";1;1;0;2;0;1.7338
"A49";1;1;0;2;1;1.71751
"A49";1;1;0;2;2;2.05596
"A49";1;1;1;0;0;1.18369
"A49";1;1;1;0;1;1.18631
"A49";1;1;1;0;2;1.23463
"A49";1;1;1;1;0;1.63095
"A49";1;1;1;1;1;1.75904
"A49";1;1;1;1;2;2.36619
"A49";1;1;1;2;0;2.49209
"A49";1;1;1;2;1;2.40827
"A49";1;1;1;2;2;2.4961
"A49";1;1;2;0;0;1.0888
"A49";1;1;2;0;1;1.37998
"A49";1;1;2;0;2;1.56433
"A49";1;1;2;1;0;3.49334
"A49";1;1;2;1;1;3.59516
"A49";1;1;2;1;2;3.80244
"A49";1;1;2;2;0;3.86226
"A49";1;1;2;2;1;4.33697
"A49";1;1;2;2;2;4.80437
"A49";1;2;0;0;0;0.957088
"A49";1;2;0;0;1;0.929307
"A49";1;2;0;0;2;1.42902
"A49";1;2;0;1;0;1.95003
"A49";1;2;0;1;1;1.65839
"A49";1;2;0;1;2;1.76529
"A49";1;2;0;2;0;2.14171
"A49";1;2;0;2;1;2.07279
"A49";1;2;0;2;2;2.32019
"A49";1;2;1;0;0;1.27367
"A49";1;2;1;0;1;1.44568
"A49";1;2;1;0;2;1.54477
"A49";1;2;1;1;0;1.41003
"A49";1;2;1;1;1;1.3809
"A49";1;2;1;1;2;2.03027
"A49";1;2;1;2;0;2.6419
"A49";1;2;1;2;1;2.53495
"A49";1;2;1;2;2;2.94826
"A49";1;2;2;0;0;2.61514
"A49";1;2;2;0;1;2.67344
"A49";1;2;2;0;2;3.09883
"A49";1;2;2;1;0;1.90631
"A49";1;2;2;1;1;2.19731
"A49";1;2;2;1;2;2.31922
"A49";1;2;2;2;0;3.42962
"A49";1;2;2;2;1;3.50881
"A49";1;2;2;2;2;3.76005
"A49";2;0;0;0;0;1.10804
"A49";2;0;0;0;1;1.03367
"A49";2;0;0;0;2;1.33013
"A49";2;0;0;1;0;0.974214
"A49";2;0;0;1;1;1.04718
"A49";2;0;0;1;2;1.33395
"A49";2;0;0;2;0;1.887
"A49";2;0;0;2;1;1.85992
"A49";2;0;0;2;2;1.85261
"A49";2;0;1;0;0;1.88586
"A49";2;0;1;0;1;2.09533
"A49";2;0;1;0;2;2.70976
"A49";2;0;1;1;0;1.88785
"A49";2;0;1;1;1;1.88261
"A49";2;0;1;1;2;2.28389
"A49";2;0;1;2;0;2.51681
"A49";2;0;1;2;1;2.47922
"A49";2;0;1;2;2;2.49607
"A49";2;0;2;0;0;1.39857
"A49";2;0;2;0;1;1.4202
"A49";2;0;2;0;2;1.52974
"A49";2;0;2;1;0;2.56304
"A49";2;0;2;1;1;2.54313
"A49";2;0;2;1;2;3.34105
"A49";2;0;2;2;0;2.88431
"A49";2;0;2;2;1;3.03708
"A49";2;0;2;2;2;3.57901
"A49";2;1;0;0;0;1.05196
"A49";2;1;0;0;1;1.03146
"A49";2;1;0;0;2;1.19619
"A49";2;1;0;1;0;1.43573
"A49";2;1;0;1;1;1.54433
"A49";2;1;0;1;2;1.47274
"A49";2;1;0;2;0;1.92097
"A49";2;1;0;2;1;1.82173
"A49";2;1;0;2;2;2.11068
"A49";2;1;1;0;0;1.01558
"A49";2;1;1;0;1;0.893971
