"elemento_grafo";"ci";"cj";"ck";"cl";"cm";"mean_absolute_error"
"N24";2;1;0;1;2;0.3699
"N24";2;1;0;2;0;0.739368
"N24";2;1;0;2;1;0.735423
"N24";2;1;0;2;2;0.719682
"N24";2;1;1;0;0;0.08147
"N24";2;1;1;0;1;0.0810958
"N24";2;1;1;0;2;0.0802778
"N24";2;1;1;1;0;0.37362
"N24";2;1;1;1;1;0.36974
"N24";2;1;1;1;2;0.364849
"N24";2;1;1;2;0;0.722023
"N24";2;1;1;2;1;0.703359
"N24";2;1;1;2;2;0.704535
"N24";2;1;2;0;0;0.0841514
"N24";2;1;2;0;1;0.0830144
"N24";2;1;2;0;2;0.0798859
"N24";2;1;2;1;0;0.341909
"N24";2;1;2;1;1;0.347427
"N24";2;1;2;1;2;0.344242
"N24";2;1;2;2;0;0.704799
"N24";2;1;2;2;1;0.705466
"N24";2;1;2;2;2;0.667628
"N24";2;2;0;0;0;0.0772814
"N24";2;2;0;0;1;0.0749393
"N24";2;2;0;0;2;0.072498
"N24";2;2;0;1;0;0.369177
"N24";2;2;0;1;1;0.365958
"N24";2;2;0;1;2;0.359249
"N24";2;2;0;2;0;0.714947
"N24";2;2;0;2;1;0.706147
"N24";2;2;0;2;2;0.697581
"N24";2;2;1;0;0;0.0840411
"N24";2;2;1;0;1;0.0832171
"N24";2;2;1;0;2;0.085263
"N24";2;2;1;1;0;0.356059
"N24";2;2;1;1;1;0.361707
"N24";2;2;1;1;2;0.352664
"N24";2;2;1;2;0;0.732863
"N24";2;2;1;2;1;0.728139
"N24";2;2;1;2;2;0.731901
"N24";2;2;2;0;0;0.078904
"N24";2;2;2;0;1;0.0776055
"N24";2;2;2;0;2;0.075447
"N24";2;2;2;1;0;0.335815
"N24";2;2;2;1;1;0.335493
"N24";2;2;2;1;2;0.329186
"N24";2;2;2;2;0;0.575028
"N24";2;2;2;2;1;0.563967
"N24";2;2;2;2;2;0.560872
"N25";0;0;0;0;0;0.0818209
"N25";0;0;0;0;1;0.0802792
"N25";0;0;0;0;2;0.07905
"N25";0;0;0;1;0;0.383629
"N25";0;0;0;1;1;0.384191
"N25";0;0;0;1;2;0.381592
"N25";0;0;0;2;0;0.746585
"N25";0;0;0;2;1;0.731941
"N25";0;0;0;2;2;0.720908
"N25";0;0;1;0;0;0.0810125
"N25";0;0;1;0;1;0.0789732
"N25";0;0;1;0;2;0.0786655
"N25";0;0;1;1;0;0.383452
"N25";0;0;1;1;1;0.377094
"N25";0;0;1;1;2;0.379446
"N25";0;0;1;2;0;0.734835
"N25";0;0;1;2;1;0.738259
"N25";0;0;1;2;2;0.734037
"N25";0;0;2;0;0;0.0814513
"N25";0;0;2;0;1;0.0812103
"N25";0;0;2;0;2;0.0808955
"N25";0;0;2;1;0;0.389824
"N25";0;0;2;1;1;0.381677
"N25";0;0;2;1;2;0.380571
"N25";0;0;2;2;0;0.743854
"N25";0;0;2;2;1;0.743701
"N25";0;0;2;2;2;0.732502
"N25";0;1;0;0;0;0.0802062
"N25";0;1;0;0;1;0.0796025
"N25";0;1;0;0;2;0.079245
"N25";0;1;0;1;0;0.383436
"N25";0;1;0;1;1;0.380629
"N25";0;1;0;1;2;0.381613
"N25";0;1;0;2;0;0.738399
"N25";0;1;0;2;1;0.742061
"N25";0;1;0;2;2;0.75494
"N25";0;1;1;0;0;0.0809445
"N25";0;1;1;0;1;0.0787803
"N25";0;1;1;0;2;0.0763232
"N25";0;1;1;1;0;0.387913
"N25";0;1;1;1;1;0.380354
"N25";0;1;1;1;2;0.378991
"N25";0;1;1;2;0;0.765114
"N25";0;1;1;2;1;0.756031
"N25";0;1;1;2;2;0.744836
"N25";0;1;2;0;0;0.0829079
"N25";0;1;2;0;1;0.0843119
"N25";0;1;2;0;2;0.0843236
"N25";0;1;2;1;0;0.373838
"N25";0;1;2;1;1;0.373386
"N25";0;1;2;1;2;0.371937
"N25";0;1;2;2;0;0.773986
"N25";0;1;2;2;1;0.764027
"N25";0;1;2;2;2;0.757971
"N25";0;2;0;0;0;0.081132
"N25";0;2;0;0;1;0.0850867
"N25";0;2;0;0;2;0.0845005
"N25";0;2;0;1;0;0.377734
"N25";0;2;0;1;1;0.373105
"N25";0;2;0;1;2;0.377633
"N25";0;2;0;2;0;0.752963
"N25";0;2;0;2;1;0.739303
"N25";0;2;0;2;2;0.738747
"N25";0;2;1;0;0;0.0816849
"N25";0;2;1;0;1;0.0807675
"N25";0;2;1;0;2;0.0811743
"N25";0;2;1;1;0;0.37934
"N25";0;2;1;1;1;0.373538
"N25";0;2;1;1;2;0.368536
"N25";0;2;1;2;0;0.758393
"N25";0;2;1;2;1;0.751385
"N25";0;2;1;2;2;0.746519
"N25";0;2;2;0;0;0.0783892
"N25";0;2;2;0;1;0.0785811
"N25";0;2;2;0;2;0.0761872
"N25";0;2;2;1;0;0.378055
"N25";0;2;2;1;1;0.372358
"N25";0;2;2;1;2;0.365447
"N25";0;2;2;2;0;0.768922
"N25";0;2;2;2;1;0.764887
"N25";0;2;2;2;2;0.750958
"N25";1;0;0;0;0;0.0830254
"N25";1;0;0;0;1;0.0821019
"N25";1;0;0;0;2;0.0831707
"N25";1;0;0;1;0;0.382535
"N25";1;0;0;1;1;0.378272
"N25";1;0;0;1;2;0.373438
"N25";1;0;0;2;0;0.746684
"N25";1;0;0;2;1;0.748002
"N25";1;0;0;2;2;0.742192
"N25";1;0;1;0;0;0.0763179
"N25";1;0;1;0;1;0.0759128
"N25";1;0;1;0;2;0.07446
"N25";1;0;1;1;0;0.380664
"N25";1;0;1;1;1;0.373704
"N25";1;0;1;1;2;0.363958
"N25";1;0;1;2;0;0.708154
"N25";1;0;1;2;1;0.701559
"N25";1;0;1;2;2;0.691712
"N25";1;0;2;0;0;0.0757364
"N25";1;0;2;0;1;0.0760298
"N25";1;0;2;0;2;0.0762123
"N25";1;0;2;1;0;0.358844
"N25";1;0;2;1;1;0.350984
"N25";1;0;2;1;2;0.352231
"N25";1;0;2;2;0;0.769794
"N25";1;0;2;2;1;0.764305
"N25";1;0;2;2;2;0.760763
"N25";1;1;0;0;0;0.0783882
"N25";1;1;0;0;1;0.0774271
"N25";1;1;0;0;2;0.0774838
"N25";1;1;0;1;0;0.373685
"N25";1;1;0;1;1;0.361711
"N25";1;1;0;1;2;0.36361
"N25";1;1;0;2;0;0.751392
"N25";1;1;0;2;1;0.754991
"N25";1;1;0;2;2;0.748544
"N25";1;1;1;0;0;0.0774749
"N25";1;1;1;0;1;0.0767313
"N25";1;1;1;0;2;0.0751428
"N25";1;1;1;1;0;0.379857
"N25";1;1;1;1;1;0.365109
"N25";1;1;1;1;2;0.36665
"N25";1;1;1;2;0;0.701945
"N25";1;1;1;2;1;0.696176
"N25";1;1;1;2;2;0.680378
"N25";1;1;2;0;0;0.0820007
"N25";1;1;2;0;1;0.0814486
"N25";1;1;2;0;2;0.0803172
"N25";1;1;2;1;0;0.358915
"N25";1;1;2;1;1;0.356883
"N25";1;1;2;1;2;0.354697
"N25";1;1;2;2;0;0.732994
"N25";1;1;2;2;1;0.726855
"N25";1;1;2;2;2;0.731514
"N25";1;2;0;0;0;0.0781778
"N25";1;2;0;0;1;0.0761796
"N25";1;2;0;0;2;0.0778076
"N25";1;2;0;1;0;0.356953
"N25";1;2;0;1;1;0.359626
"N25";1;2;0;1;2;0.35353
"N25";1;2;0;2;0;0.718886
"N25";1;2;0;2;1;0.709201
"N25";1;2;0;2;2;0.706497
"N25";1;2;1;0;0;0.0783243
"N25";1;2;1;0;1;0.0781457
"N25";1;2;1;0;2;0.076558
"N25";1;2;1;1;0;0.355318
"N25";1;2;1;1;1;0.350473
"N25";1;2;1;1;2;0.356561
"N25";1;2;1;2;0;0.717134
"N25";1;2;1;2;1;0.717924
"N25";1;2;1;2;2;0.67845
"N25";1;2;2;0;0;0.0740729
"N25";1;2;2;0;1;0.0755311
"N25";1;2;2;0;2;0.0710687
"N25";1;2;2;1;0;0.350427
"N25";1;2;2;1;1;0.338375
"N25";1;2;2;1;2;0.34122
"N25";1;2;2;2;0;0.706426
"N25";1;2;2;2;1;0.706051
"N25";1;2;2;2;2;0.703393
"N25";2;0;0;0;0;0.0800607
"N25";2;0;0;0;1;0.0797528
"N25";2;0;0;0;2;0.079983
"N25";2;0;0;1;0;0.359602
"N25";2;0;0;1;1;0.361735
"N25";2;0;0;1;2;0.352165
"N25";2;0;0;2;0;0.727027
"N25";2;0;0;2;1;0.708989
"N25";2;0;0;2;2;0.708053
"N25";2;0;1;0;0;0.0853952
"N25";2;0;1;0;1;0.0867768
"N25";2;0;1;0;2;0.0875178
"N25";2;0;1;1;0;0.378168
"N25";2;0;1;1;1;0.367115
"N25";2;0;1;1;2;0.352624
"N25";2;0;1;2;0;0.730208
"N25";2;0;1;2;1;0.721154
"N25";2;0;1;2;2;0.713703
"N25";2;0;2;0;0;0.0804392
"N25";2;0;2;0;1;0.0800348
"N25";2;0;2;0;2;0.0791219
"N25";2;0;2;1;0;0.34764
"N25";2;0;2;1;1;0.340901
"N25";2;0;2;1;2;0.331693
"N25";2;0;2;2;0;0.702877
"N25";2;0;2;2;1;0.678807
"N25";2;0;2;2;2;0.682158
"N25";2;1;0;0;0;0.0808332
"N25";2;1;0;0;1;0.0790723
"N25";2;1;0;0;2;0.0777456
"N25";2;1;0;1;0;0.356769
"N25";2;1;0;1;1;0.353462
"N25";2;1;0;1;2;0.354379
"N25";2;1;0;2;0;0.743887
"N25";2;1;0;2;1;0.735092
"N25";2;1;0;2;2;0.734688
"N25";2;1;1;0;0;0.0776829
"N25";2;1;1;0;1;0.0756857
"N25";2;1;1;0;2;0.0751722
"N25";2;1;1;1;0;0.356717
"N25";2;1;1;1;1;0.351233
"N25";2;1;1;1;2;0.345432
"N25";2;1;1;2;0;0.699873
"N25";2;1;1;2;1;0.688898
"N25";2;1;1;2;2;0.688381
"N25";2;1;2;0;0;0.0761141
"N25";2;1;2;0;1;0.0746127
"N25";2;1;2;0;2;0.0728169
"N25";2;1;2;1;0;0.333959
"N25";2;1;2;1;1;0.334034
"N25";2;1;2;1;2;0.331737
"N25";2;1;2;2;0;0.680539
"N25";2;1;2;2;1;0.674016
"N25";2;1;2;2;2;0.67497
"N25";2;2;0;0;0;0.0793504
"N25";2;2;0;0;1;0.0752074
"N25";2;2;0;0;2;0.0731449
"N25";2;2;0;1;0;0.367484
"N25";2;2;0;1;1;0.35983
"N25";2;2;0;1;2;0.354982
"N25";2;2;0;2;0;0.6962
"N25";2;2;0;2;1;0.684216
"N25";2;2;0;2;2;0.693162
"N25";2;2;1;0;0;0.0725294
"N25";2;2;1;0;1;0.0725082
"N25";2;2;1;0;2;0.0716756
"N25";2;2;1;1;0;0.339097
"N25";2;2;1;1;1;0.328889
"N25";2;2;1;1;2;0.339086
"N25";2;2;1;2;0;0.73433
"N25";2;2;1;2;1;0.722486
"N25";2;2;1;2;2;0.724332
"N25";2;2;2;0;0;0.081907
"N25";2;2;2;0;1;0.0790074
"N25";2;2;2;0;2;0.077883
"N25";2;2;2;1;0;0.322347
"N25";2;2;2;1;1;0.321898
"N25";2;2;2;1;2;0.304613
"N25";2;2;2;2;0;0.577427
"N25";2;2;2;2;1;0.575018
"N25";2;2;2;2;2;0.568729
"N26";0;0;0;0;0;0.0818104
"N26";0;0;0;0;1;0.080284
"N26";0;0;0;0;2;0.0798674
"N26";0;0;0;1;0;0.38271
"N26";0;0;0;1;1;0.375602
"N26";0;0;0;1;2;0.366578
"N26";0;0;0;2;0;0.739964
"N26";0;0;0;2;1;0.73564
"N26";0;0;0;2;2;0.728771
"N26";0;0;1;0;0;0.0817215
"N26";0;0;1;0;1;0.0805333
"N26";0;0;1;0;2;0.0792679
"N26";0;0;1;1;0;0.387607
"N26";0;0;1;1;1;0.384286
"N26";0;0;1;1;2;0.381987
"N26";0;0;1;2;0;0.744109
"N26";0;0;1;2;1;0.731541
"N26";0;0;1;2;2;0.736551
"N26";0;0;2;0;0;0.0827716
"N26";0;0;2;0;1;0.0812802
"N26";0;0;2;0;2;0.0803302
"N26";0;0;2;1;0;0.387024
"N26";0;0;2;1;1;0.380297
"N26";0;0;2;1;2;0.376767
"N26";0;0;2;2;0;0.748303
"N26";0;0;2;2;1;0.735312
"N26";0;0;2;2;2;0.726553
"N26";0;1;0;0;0;0.0823822
"N26";0;1;0;0;1;0.0821673
"N26";0;1;0;0;2;0.0821931
"N26";0;1;0;1;0;0.394112
"N26";0;1;0;1;1;0.387235
"N26";0;1;0;1;2;0.383739
"N26";0;1;0;2;0;0.736286
"N26";0;1;0;2;1;0.761867
"N26";0;1;0;2;2;0.746754
"N26";0;1;1;0;0;0.0822505
"N26";0;1;1;0;1;0.0813639
"N26";0;1;1;0;2;0.079728
"N26";0;1;1;1;0;0.403954
"N26";0;1;1;1;1;0.398303
"N26";0;1;1;1;2;0.394544
"N26";0;1;1;2;0;0.763367
"N26";0;1;1;2;1;0.761939
"N26";0;1;1;2;2;0.752662
"N26";0;1;2;0;0;0.0809822
"N26";0;1;2;0;1;0.080768
"N26";0;1;2;0;2;0.0802538
"N26";0;1;2;1;0;0.385994
"N26";0;1;2;1;1;0.380162
"N26";0;1;2;1;2;0.376504
"N26";0;1;2;2;0;0.747757
"N26";0;1;2;2;1;0.748372
"N26";0;1;2;2;2;0.74504
"N26";0;2;0;0;0;0.0812648
"N26";0;2;0;0;1;0.0800921
"N26";0;2;0;0;2;0.0799681
"N26";0;2;0;1;0;0.39147
"N26";0;2;0;1;1;0.391128
"N26";0;2;0;1;2;0.389569
"N26";0;2;0;2;0;0.750441
"N26";0;2;0;2;1;0.741779
"N26";0;2;0;2;2;0.740224
"N26";0;2;1;0;0;0.0802408
"N26";0;2;1;0;1;0.0794891
"N26";0;2;1;0;2;0.0782941
"N26";0;2;1;1;0;0.380347
"N26";0;2;1;1;1;0.375113
"N26";0;2;1;1;2;0.370159
"N26";0;2;1;2;0;0.735249
"N26";0;2;1;2;1;0.730984
"N26";0;2;1;2;2;0.726006
"N26";0;2;2;0;0;0.0793855
"N26";0;2;2;0;1;0.0789551
"N26";0;2;2;0;2;0.0778542
"N26";0;2;2;1;0;0.37645
"N26";0;2;2;1;1;0.372294
"N26";0;2;2;1;2;0.367909
"N26";0;2;2;2;0;0.76369
"N26";0;2;2;2;1;0.753588
"N26";0;2;2;2;2;0.758604
"N26";1;0;0;0;0;0.0810517
"N26";1;0;0;0;1;0.0808693
"N26";1;0;0;0;2;0.0794152
"N26";1;0;0;1;0;0.397581
"N26";1;0;0;1;1;0.390226
"N26";1;0;0;1;2;0.384001
"N26";1;0;0;2;0;0.754185
"N26";1;0;0;2;1;0.740164
"N26";1;0;0;2;2;0.746952
"N26";1;0;1;0;0;0.0825079
"N26";1;0;1;0;1;0.0804109
"N26";1;0;1;0;2;0.0781509
"N26";1;0;1;1;0;0.377095
"N26";1;0;1;1;1;0.372825
"N26";1;0;1;1;2;0.377032
"N26";1;0;1;2;0;0.763861
"N26";1;0;1;2;1;0.751185
"N26";1;0;1;2;2;0.753512
"N26";1;0;2;0;0;0.081715
"N26";1;0;2;0;1;0.0819107
"N26";1;0;2;0;2;0.0819333
"N26";1;0;2;1;0;0.354362
"N26";1;0;2;1;1;0.3488
"N26";1;0;2;1;2;0.358212
"N26";1;0;2;2;0;0.722745
"N26";1;0;2;2;1;0.709503
"N26";1;0;2;2;2;0.696518
"N26";1;1;0;0;0;0.0805674
"N26";1;1;0;0;1;0.080907
"N26";1;1;0;0;2;0.0791248
"N26";1;1;0;1;0;0.360227
"N26";1;1;0;1;1;0.351474
"N26";1;1;0;1;2;0.346091
"N26";1;1;0;2;0;0.703358
"N26";1;1;0;2;1;0.694456
"N26";1;1;0;2;2;0.686529
"N26";1;1;1;0;0;0.0866264
"N26";1;1;1;0;1;0.086478
"N26";1;1;1;0;2;0.0844334
"N26";1;1;1;1;0;0.372865
"N26";1;1;1;1;1;0.375084
"N26";1;1;1;1;2;0.377301
"N26";1;1;1;2;0;0.725136
"N26";1;1;1;2;1;0.726196
"N26";1;1;1;2;2;0.722807
"N26";1;1;2;0;0;0.0786795
"N26";1;1;2;0;1;0.0793383
"N26";1;1;2;0;2;0.0788091
"N26";1;1;2;1;0;0.371468
"N26";1;1;2;1;1;0.355429
"N26";1;1;2;1;2;0.350921
"N26";1;1;2;2;0;0.731379
"N26";1;1;2;2;1;0.72715
"N26";1;1;2;2;2;0.718392
"N26";1;2;0;0;0;0.0775906
"N26";1;2;0;0;1;0.0780354
"N26";1;2;0;0;2;0.0810593
"N26";1;2;0;1;0;0.373031
"N26";1;2;0;1;1;0.365678
"N26";1;2;0;1;2;0.353005
"N26";1;2;0;2;0;0.740573
"N26";1;2;0;2;1;0.74028
"N26";1;2;0;2;2;0.747453
"N26";1;2;1;0;0;0.081468
"N26";1;2;1;0;1;0.0814421
"N26";1;2;1;0;2;0.0788069
"N26";1;2;1;1;0;0.374369
"N26";1;2;1;1;1;0.37242
"N26";1;2;1;1;2;0.363694
"N26";1;2;1;2;0;0.71038
"N26";1;2;1;2;1;0.727763
"N26";1;2;1;2;2;0.70746
"N26";1;2;2;0;0;0.0746468
"N26";1;2;2;0;1;0.0709075
"N26";1;2;2;0;2;0.0725004
"N26";1;2;2;1;0;0.35534
"N26";1;2;2;1;1;0.354131
"N26";1;2;2;1;2;0.349782
"N26";1;2;2;2;0;0.715961
"N26";1;2;2;2;1;0.707114
"N26";1;2;2;2;2;0.692352
"N26";2;0;0;0;0;0.0850681
"N26";2;0;0;0;1;0.0846471
"N26";2;0;0;0;2;0.0852212
"N26";2;0;0;1;0;0.381914
"N26";2;0;0;1;1;0.380322
"N26";2;0;0;1;2;0.377002
"N26";2;0;0;2;0;0.727359
"N26";2;0;0;2;1;0.717157
"N26";2;0;0;2;2;0.72103
"N26";2;0;1;0;0;0.0937099
"N26";2;0;1;0;1;0.0912875
"N26";2;0;1;0;2;0.0911506
"N26";2;0;1;1;0;0.360077
"N26";2;0;1;1;1;0.354222
"N26";2;0;1;1;2;0.344366
"N26";2;0;1;2;0;0.699417
"N26";2;0;1;2;1;0.693255
"N26";2;0;1;2;2;0.694567
"N26";2;0;2;0;0;0.0793991
"N26";2;0;2;0;1;0.0790893
"N26";2;0;2;0;2;0.0784053
"N26";2;0;2;1;0;0.337866
"N26";2;0;2;1;1;0.34431
"N26";2;0;2;1;2;0.338006
"N26";2;0;2;2;0;0.680513
"N26";2;0;2;2;1;0.675066
"N26";2;0;2;2;2;0.671984
"N26";2;1;0;0;0;0.0840707
"N26";2;1;0;0;1;0.0825522
"N26";2;1;0;0;2;0.0811983
"N26";2;1;0;1;0;0.379305
"N26";2;1;0;1;1;0.377003
"N26";2;1;0;1;2;0.380525
"N26";2;1;0;2;0;0.737072
"N26";2;1;0;2;1;0.732424
"N26";2;1;0;2;2;0.727619
"N26";2;1;1;0;0;0.0824199
"N26";2;1;1;0;1;0.0823775
"N26";2;1;1;0;2;0.0813099
"N26";2;1;1;1;0;0.373775
"N26";2;1;1;1;1;0.37176
"N26";2;1;1;1;2;0.375635
"N26";2;1;1;2;0;0.715566
"N26";2;1;1;2;1;0.701082
"N26";2;1;1;2;2;0.698687
"N26";2;1;2;0;0;0.0890788
"N26";2;1;2;0;1;0.0892913
"N26";2;1;2;0;2;0.08539
"N26";2;1;2;1;0;0.344876
"N26";2;1;2;1;1;0.337744
"N26";2;1;2;1;2;0.33162
"N26";2;1;2;2;0;0.685306
"N26";2;1;2;2;1;0.674692
"N26";2;1;2;2;2;0.665064
"N26";2;2;0;0;0;0.075484
"N26";2;2;0;0;1;0.0725284
"N26";2;2;0;0;2;0.0745229
"N26";2;2;0;1;0;0.362126
"N26";2;2;0;1;1;0.357786
"N26";2;2;0;1;2;0.351475
"N26";2;2;0;2;0;0.712678
"N26";2;2;0;2;1;0.709863
"N26";2;2;0;2;2;0.698448
"N26";2;2;1;0;0;0.076258
"N26";2;2;1;0;1;0.0745725
"N26";2;2;1;0;2;0.0744918
"N26";2;2;1;1;0;0.320721
"N26";2;2;1;1;1;0.321349
"N26";2;2;1;1;2;0.32373
"N26";2;2;1;2;0;0.674723
"N26";2;2;1;2;1;0.667655
"N26";2;2;1;2;2;0.66057
"N26";2;2;2;0;0;0.0709657
"N26";2;2;2;0;1;0.0689631
"N26";2;2;2;0;2;0.067279
"N26";2;2;2;1;0;0.365275
"N26";2;2;2;1;1;0.36123
"N26";2;2;2;1;2;0.371265
"N26";2;2;2;2;0;0.618242
"N26";2;2;2;2;1;0.590374
"N26";2;2;2;2;2;0.595181
"N27";0;0;0;0;0;0.0802884
"N27";0;0;0;0;1;0.0794284
"N27";0;0;0;0;2;0.0784173
"N27";0;0;0;1;0;0.397996
"N27";0;0;0;1;1;0.396677
"N27";0;0;0;1;2;0.394926
"N27";0;0;0;2;0;0.74431
"N27";0;0;0;2;1;0.744884
"N27";0;0;0;2;2;0.719681
"N27";0;0;1;0;0;0.0792978
"N27";0;0;1;0;1;0.0794958
"N27";0;0;1;0;2;0.0785825
"N27";0;0;1;1;0;0.393825
"N27";0;0;1;1;1;0.389695
"N27";0;0;1;1;2;0.381471
"N27";0;0;1;2;0;0.761987
"N27";0;0;1;2;1;0.745691
"N27";0;0;1;2;2;0.744387
"N27";0;0;2;0;0;0.0808923
"N27";0;0;2;0;1;0.0807095
"N27";0;0;2;0;2;0.0790661
"N27";0;0;2;1;0;0.388001
"N27";0;0;2;1;1;0.384992
"N27";0;0;2;1;2;0.379696
"N27";0;0;2;2;0;0.757151
"N27";0;0;2;2;1;0.743193
"N27";0;0;2;2;2;0.751774
"N27";0;1;0;0;0;0.0788398
"N27";0;1;0;0;1;0.0779915
"N27";0;1;0;0;2;0.077898
"N27";0;1;0;1;0;0.383947
"N27";0;1;0;1;1;0.382683
"N27";0;1;0;1;2;0.375447
"N27";0;1;0;2;0;0.738872
"N27";0;1;0;2;1;0.753218
"N27";0;1;0;2;2;0.747761
"N27";0;1;1;0;0;0.0828736
"N27";0;1;1;0;1;0.0824827
"N27";0;1;1;0;2;0.0786733
"N27";0;1;1;1;0;0.39809
"N27";0;1;1;1;1;0.393567
"N27";0;1;1;1;2;0.38817
"N27";0;1;1;2;0;0.763207
"N27";0;1;1;2;1;0.748556
"N27";0;1;1;2;2;0.745315
"N27";0;1;2;0;0;0.0821563
"N27";0;1;2;0;1;0.0821458
"N27";0;1;2;0;2;0.0807127
"N27";0;1;2;1;0;0.392353
"N27";0;1;2;1;1;0.388288
"N27";0;1;2;1;2;0.382334
"N27";0;1;2;2;0;0.716567
"N27";0;1;2;2;1;0.705531
"N27";0;1;2;2;2;0.70897
"N27";0;2;0;0;0;0.0896473
"N27";0;2;0;0;1;0.0844545
"N27";0;2;0;0;2;0.0838839
"N27";0;2;0;1;0;0.403655
"N27";0;2;0;1;1;0.394643
"N27";0;2;0;1;2;0.394275
"N27";0;2;0;2;0;0.740625
"N27";0;2;0;2;1;0.734685
"N27";0;2;0;2;2;0.72304
"N27";0;2;1;0;0;0.0834762
"N27";0;2;1;0;1;0.0831732
"N27";0;2;1;0;2;0.0799499
"N27";0;2;1;1;0;0.384668
"N27";0;2;1;1;1;0.382817
"N27";0;2;1;1;2;0.381341
"N27";0;2;1;2;0;0.764309
"N27";0;2;1;2;1;0.750641
"N27";0;2;1;2;2;0.748684
"N27";0;2;2;0;0;0.0812641
"N27";0;2;2;0;1;0.0809682
"N27";0;2;2;0;2;0.0797368
"N27";0;2;2;1;0;0.381571
"N27";0;2;2;1;1;0.37645
"N27";0;2;2;1;2;0.375347
"N27";0;2;2;2;0;0.766445
"N27";0;2;2;2;1;0.757812
"N27";0;2;2;2;2;0.747666
"N27";1;0;0;0;0;0.0796778
"N27";1;0;0;0;1;0.0775365
"N27";1;0;0;0;2;0.0777477
"N27";1;0;0;1;0;0.381261
"N27";1;0;0;1;1;0.377887
"N27";1;0;0;1;2;0.373576
"N27";1;0;0;2;0;0.747868
"N27";1;0;0;2;1;0.74225
"N27";1;0;0;2;2;0.733033
"N27";1;0;1;0;0;0.0800145
"N27";1;0;1;0;1;0.0789385
"N27";1;0;1;0;2;0.0779688
"N27";1;0;1;1;0;0.364745
"N27";1;0;1;1;1;0.363835
"N27";1;0;1;1;2;0.353258
"N27";1;0;1;2;0;0.747285
"N27";1;0;1;2;1;0.733685
"N27";1;0;1;2;2;0.750812
"N27";1;0;2;0;0;0.0755184
"N27";1;0;2;0;1;0.0754687
"N27";1;0;2;0;2;0.0733742
"N27";1;0;2;1;0;0.351518
"N27";1;0;2;1;1;0.343322
"N27";1;0;2;1;2;0.34521
"N27";1;0;2;2;0;0.714772
"N27";1;0;2;2;1;0.698156
"N27";1;0;2;2;2;0.680943
"N27";1;1;0;0;0;0.0835952
"N27";1;1;0;0;1;0.0832117
"N27";1;1;0;0;2;0.0814835
"N27";1;1;0;1;0;0.369957
"N27";1;1;0;1;1;0.358245
"N27";1;1;0;1;2;0.347546
"N27";1;1;0;2;0;0.69748
"N27";1;1;0;2;1;0.693001
"N27";1;1;0;2;2;0.68993
"N27";1;1;1;0;0;0.0789026
"N27";1;1;1;0;1;0.0788736
"N27";1;1;1;0;2;0.0767525
"N27";1;1;1;1;0;0.37463
"N27";1;1;1;1;1;0.374228
"N27";1;1;1;1;2;0.364306
"N27";1;1;1;2;0;0.745591
"N27";1;1;1;2;1;0.729728
"N27";1;1;1;2;2;0.717956
"N27";1;1;2;0;0;0.0787794
"N27";1;1;2;0;1;0.0788224
"N27";1;1;2;0;2;0.0770431
"N27";1;1;2;1;0;0.361681
"N27";1;1;2;1;1;0.354179
"N27";1;1;2;1;2;0.353594
"N27";1;1;2;2;0;0.716914
"N27";1;1;2;2;1;0.714365
"N27";1;1;2;2;2;0.705825
"N27";1;2;0;0;0;0.0724446
"N27";1;2;0;0;1;0.0702202
"N27";1;2;0;0;2;0.0717798
"N27";1;2;0;1;0;0.367594
"N27";1;2;0;1;1;0.366967
"N27";1;2;0;1;2;0.364822
"N27";1;2;0;2;0;0.710895
"N27";1;2;0;2;1;0.703582
"N27";1;2;0;2;2;0.687484
"N27";1;2;1;0;0;0.0773148
"N27";1;2;1;0;1;0.0775008
"N27";1;2;1;0;2;0.078863
"N27";1;2;1;1;0;0.361922
"N27";1;2;1;1;1;0.366345
"N27";1;2;1;1;2;0.363763
"N27";1;2;1;2;0;0.713
"N27";1;2;1;2;1;0.701563
"N27";1;2;1;2;2;0.689556
"N27";1;2;2;0;0;0.0756001
"N27";1;2;2;0;1;0.0714941
"N27";1;2;2;0;2;0.0725257
"N27";1;2;2;1;0;0.351047
"N27";1;2;2;1;1;0.35318
"N27";1;2;2;1;2;0.346539
"N27";1;2;2;2;0;0.673524
"N27";1;2;2;2;1;0.66697
"N27";1;2;2;2;2;0.662579
"N27";2;0;0;0;0;0.0824504
"N27";2;0;0;0;1;0.0817825
"N27";2;0;0;0;2;0.0802871
"N27";2;0;0;1;0;0.3895
"N27";2;0;0;1;1;0.38603
"N27";2;0;0;1;2;0.371266
"N27";2;0;0;2;0;0.756984
"N27";2;0;0;2;1;0.727302
"N27";2;0;0;2;2;0.722392
"N27";2;0;1;0;0;0.0886531
"N27";2;0;1;0;1;0.0876734
"N27";2;0;1;0;2;0.0854056
"N27";2;0;1;1;0;0.393188
"N27";2;0;1;1;1;0.384912
"N27";2;0;1;1;2;0.374838
"N27";2;0;1;2;0;0.680126
"N27";2;0;1;2;1;0.693529
"N27";2;0;1;2;2;0.698663
"N27";2;0;2;0;0;0.081957
"N27";2;0;2;0;1;0.083153
"N27";2;0;2;0;2;0.0833695
"N27";2;0;2;1;0;0.322464
"N27";2;0;2;1;1;0.321689
"N27";2;0;2;1;2;0.326746
"N27";2;0;2;2;0;0.696872
"N27";2;0;2;2;1;0.684404
